id,bone_length,rotting_flesh,hair_length,has_soul,color,type
733,0.5212368917903017,0.6087281979798949,0.946612014442891,0.676992586402129,white,Ghoul
734,0.5285356140406823,0.5891397663212339,0.6512166236569396,0.4121756662989291,white,Ghoul
736,0.3378043185749406,0.3780925497718048,0.694287038730347,0.5435362673149564,clear,Goblin
737,0.3870112735401417,0.5270474691798911,0.7657516183014328,0.6102976743553843,white,Ghoul
739,0.444005602311103,0.4241889939536255,0.5496132061727924,0.4475171934803702,green,Goblin
741,0.6005569017635347,0.4542131929675608,0.5563310890474147,0.6931487489923561,clear,Ghoul
743,0.3225103262790144,0.4341013917051471,0.5958799946619029,0.6096158422840292,white,Goblin
745,0.4173001058933074,0.3775948819510494,0.5418338647344139,0.3490872993183736,clear,Goblin
746,0.4839050876561649,0.5699170933679273,0.6347676415210999,0.5064325040700844,clear,Goblin
747,0.4219335411095097,0.2504010945633725,0.8511714670211034,0.5807525622359989,clear,Ghoul
750,0.5546624268278099,0.20867584728205,0.6538545201052042,0.4089374660587713,white,Goblin
751,0.4177761432660903,0.3524301076993661,0.6042644053259479,0.4091902593002075,white,Ghoul
753,0.4223219616418998,0.6730891842040043,0.8293724953601913,0.5778361624373266,white,Ghoul
754,0.3425846004517803,0.261752453992259,0.5828646952080849,0.5103313211436651,clear,Goblin
756,0.1877805300065898,0.7364910458587844,0.3443478996707319,0.3463062462505728,clear,Ghost
761,0.2172482574004319,0.4987182711237047,0.3315312040178976,0.5232825307796921,white,Ghost
766,0.4135764428639238,0.3568627094592894,0.6585401835559873,0.4640021544269874,clear,Goblin
772,0.6495590309746747,0.5078463208836099,0.7348547480537332,0.546648257094182,blood,Ghoul
775,0.5710561840298457,0.7298729011831669,0.4211657028673038,0.7854226316995812,clear,Ghoul
777,0.5411810684466748,0.3705810260156199,0.7912264449001588,0.4829132184080529,white,Ghoul
779,0.5160036963323632,0.5275078933054959,0.3548574295227587,0.7604317994664286,white,Ghoul
785,0.3969883320489408,0.6111090023462676,0.5072143527884544,0.1796421921347163,blood,Ghost
786,0.3834889715343975,0.5520484793694205,0.5264208697412078,0.7033103648544025,black,Ghoul
792,0.5115925357978953,0.7293598080323525,0.4929183046692216,0.8031946198782922,black,Ghoul
793,0.3618667061171297,0.5656799531870303,0.4192265518026262,0.5193612257496387,white,Ghost
797,0.664432457376306,0.3588398940306163,0.666816451154938,0.5400973133957662,white,Goblin
801,0.168644469580262,0.3130094700952347,0.4436390218448215,0.539799547425459,clear,Ghost
802,0.3777560832044784,0.5935372360462214,0.5956286899543685,0.5325942281982944,clear,Goblin
804,0.376472952085311,0.6463723195360589,0.609449079243181,0.3842929461674824,clear,Ghost
809,0.2798745118127758,0.6564201941998399,0.6290679358102901,0.2920598869669624,white,Ghost
812,0.3201754063428098,0.6919286846064977,0.5644936214175476,0.4894910714495504,white,Ghoul
813,0.4396245808903376,0.5141795140086365,0.8161216310068317,0.6514913737638149,clear,Ghoul
814,0.4886321866874934,0.5484730688109186,0.5986208699715143,0.5445659125918522,black,Ghoul
817,0.3203642312313993,0.2125377697764852,0.5925587890039019,0.3439898944965244,white,Goblin
819,0.3238053473389625,0.5059631966083168,0.4960383282659343,0.6596835886270487,white,Goblin
820,0.6266145629030311,0.3898047732560749,0.6207580446896525,0.7125488314218412,white,Ghoul
827,0.6243882723635749,0.6612348871907548,0.5744578178095248,0.6422995761949135,blue,Goblin
829,0.1651963889117372,0.716798254758944,0.4687553518777524,0.2536237179172178,clear,Ghost
831,0.7129132189757785,0.5318919417691564,0.7564647935134049,0.4536338330897058,clear,Ghoul
836,0.3462834483038663,0.1587418624387186,0.7149870242277861,0.3226757464202977,white,Goblin
837,0.3323744700041184,0.6052062408602683,0.2992346705676879,0.5700730854855057,black,Ghost
839,0.3553127174590911,0.3446838246030724,0.5557276505550555,0.6382316190935432,blood,Goblin
840,0.5025990844061363,0.6041742947466081,0.617954672131419,0.5935448602683817,clear,Ghoul
841,0.2030734301142651,0.1655389473014981,0.2995069579313811,0.4258022263267003,clear,Ghost
843,0.5529714816656802,0.3411872125953227,0.6448010334120685,0.4153942106557978,white,Goblin
845,0.4961396808820898,0.377487567177927,0.6472375551399165,0.4656888678867193,green,Ghoul
846,0.3625668270307094,0.639753416784588,0.5362475723300909,0.4276784934724291,white,Goblin
847,0.3569985378992515,0.6713307566237863,0.2967838630001996,0.6899803696223118,black,Ghost
849,0.4401325118247183,0.3911570608294429,0.57198307632316,0.431373254848531,clear,Goblin
851,0.4455471177513875,0.2411393719831536,0.5586141779285623,0.3993017127374322,green,Goblin
855,0.4348911277684966,0.6671597792809306,0.7986176084369192,0.4600606006479525,green,Ghoul
858,0.4404317315532128,0.3094978182468445,0.2030569347350796,0.1941049950833807,clear,Ghost
861,0.6260168005606022,0.1721822570266518,0.408421804580713,0.6449405291466007,blue,Ghoul
864,0.4677850248522497,0.4201354072298341,0.6318937148461823,0.3865087470270767,clear,Ghoul
867,0.5010218791127545,0.5848466079834541,0.6562302419663666,0.4698857370086443,clear,Ghoul
873,0.3774494817091187,0.4661578199733501,0.4973513849100462,0.3933045478174321,clear,Goblin
874,0.5075829141004433,0.7996232644844037,0.3345200230296363,0.3444034758439047,white,Ghost
877,0.4867440133136787,0.4626664876894513,0.8400125685822827,0.3533827230257571,clear,Goblin
878,0.4060617791475717,0.4499437702553888,0.7889825792471347,0.4285529910950088,white,Ghoul
886,0.4581318644795705,0.3917598269859147,0.6605898989575533,0.6356891853240133,blue,Goblin
889,0.3319360874530467,0.5648357793659164,0.5392155253895515,0.5514705080053851,green,Ghost
890,0.4816397309789108,0.5011471150435187,0.4964462495029654,0.5440032316400073,clear,Ghoul
896,0.2949429482572135,0.7712861562498676,0.5835025434061195,0.3006180390267751,clear,Ghost
897,0.6701995355809963,0.7684686738777555,0.7372743479813444,0.6083839550449307,white,Ghoul
